PERMNO,date,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn,t90ret,cpiret
12490,19810630,57.375,60.25,57.875,112211,-0.014894,583807,-0.014894,-0.010243,-0.013357,-0.013194,-0.015935,-0.010408,0.015317,0.008909
12490,19810731,54.875,57,56.125,83172,-0.030238,583807,-0.030238,-0.00308,-0.004806,-0.01998,-0.02148,-0.00221,0.011801,0.011038
12490,19810831,55.125,58.75,55.125,83267,-0.002494,583807,-0.017817,-0.056279,-0.063012,-0.071906,-0.074583,-0.062099,0.012539,0.007642
12490,19810930,53.125,56,54.125,100312,-0.018141,587775,-0.018141,-0.063773,-0.066713,-0.090061,-0.092452,-0.053832,0.016315,0.009751
12490,19811030,49,55.875,51.5,130974,-0.048499,587775,-0.048499,0.060162,0.057005,0.069728,0.067826,0.049148,0.015794,0.002146
12490,19811130,50.375,54.5,54.5,111914,0.074951,590585,0.058252,0.045849,0.039226,0.021667,0.01899,0.03659,0.015883,0.003212
12490,19811231,53,57.25,56.875,131862,0.043578,592293,0.043578,-0.028096,-0.031104,-0.019694,-0.022599,-0.030075,0.008287,0.003202
12490,19820129,56.75,64.375,63.625,186004,0.118681,592293,0.118681,-0.02621,-0.027913,-0.017347,-0.018707,-0.017544,0.007271,0.003191
12490,19820226,60.375,63.25,61.875,128598,-0.013988,592293,-0.027505,-0.051126,-0.058639,-0.047987,-0.05066,-0.060548,0.010972,0.003181
12490,19820331,57.375,62.125,59.75,169427,-0.034343,592294,-0.034343,-0.010099,-0.014053,-0.012064,-0.014831,-0.010167,0.010538,-0.001057
12490,19820430,61,66,64.25,155031,0.075314,592294,0.075314,0.043267,0.041422,0.052242,0.050618,0.040014,0.013211,0.004233
12490,19820528,61.5,65.125,61.5,105749,-0.029416,592294,-0.042802,-0.028212,-0.036596,-0.02249,-0.025378,-0.039162,0.011445,0.009484
12490,19820630,58.125,62,60.625,149486,-0.014228,594890,-0.014228,-0.023912,-0.027379,-0.036699,-0.039372,-0.02029,0.010179,0.012526
12490,19820730,60,67.5,65.625,186969,0.082474,594890,0.082474,-0.020526,-0.022744,-0.014776,-0.016392,-0.022991,0.016875,0.005155
12490,19820831,62.25,70.5,70.5,215841,0.08739,594890,0.074286,0.119013,0.109931,0.063285,0.060209,0.115977,0.013869,0.002051
12490,19820930,69.75,76.75,73.375,221006,0.04078,596970,0.04078,0.016761,0.01367,0.033164,0.030746,0.007614,0.009284,0.002047
12490,19821029,74.125,84.5,79.875,246243,0.088586,596970,0.088586,0.118636,0.11593,0.128447,0.126794,0.110364,0.006189,0.003064
12490,19821130,80.5,86.5,86.5,182655,0.093709,596970,0.082942,0.051935,0.044991,0.092037,0.089606,0.036123,0.007103,-0.002037
12490,19821231,86.5,96.625,96.25,217862,0.112717,602406,0.112717,0.014516,0.01203,0.023447,0.021241,0.015158,0.007734,-0.004082
12490,19830131,93,99.625,98.875,208069,0.027273,602406,0.027273,0.04185,0.039762,0.117062,0.115787,0.033134,0.006931,0.002049
12490,19830228,94.5,100.875,99,170555,0.009962,602406,0.001264,0.030215,0.024204,0.047266,0.045091,0.018995,0.006816,0.001022
12490,19830331,98.875,104.25,101.75,176947,0.027778,602406,0.027778,0.03468,0.031623,0.050514,0.048487,0.033095,0.005883,0
12490,19830429,102,117.25,117,181873,0.149877,602406,0.149877,0.074188,0.072842,0.080687,0.079603,0.074922,0.008225,0.00715
12490,19830531,110.75,117.625,111.25,139142,-0.041026,602406,-0.049145,0.013226,0.007961,0.091741,0.089694,-0.012346,0.006687,0.006085
12490,19830630,111.875,123.5,120.25,162552,0.080899,605520,0.080899,0.037838,0.034866,0.046341,0.044706,0.035224,0.007472,0.003024
12490,19830729,119.25,125.875,120.375,163711,0.00104,605520,0.00104,-0.031568,-0.032864,-0.017556,-0.018496,-0.033014,0.007076,0.00402
12490,19830831,116.25,123,119.5,172292,0.000623,605520,-0.007269,0.003463,-0.001803,-0.03292,-0.03484,0.011319,0.008917,0.003003
12490,19830930,118.625,128.75,126.875,189602,0.061715,607550,0.061715,0.016028,0.013103,0.00003,-0.001534,0.010158,0.008945,0.00499
12490,19831031,126.75,134.25,126.75,249215,-0.000985,607550,-0.000985,-0.028074,-0.029775,-0.059292,-0.060352,-0.015174,0.008135,0.002979
12490,19831130,117.375,127.5,117.375,222927,-0.066469,607550,-0.073964,0.029556,0.024206,0.031713,0.029905,0.017426,0.006745,0.00198
12490,19831230,117.625,124.625,122,191233,0.039404,610725,0.039404,-0.010464,-0.013442,-0.019672,-0.021479,-0.008834,0.007722,0.000988
12490,19840131,113.875,124.25,114.125,287915,-0.064549,610725,-0.064549,-0.013023,-0.014873,0.005424,0.004216,-0.009216,0.008434,0.005923
12490,19840229,107.75,114.375,110.25,279567,-0.02563,610725,-0.033954,-0.039073,-0.043938,-0.050767,-0.052395,-0.038859,0.007067,0.004907
12490,19840330,107.625,115.375,114,227385,0.034014,610725,0.034014,0.013389,0.010024,0.007449,0.005664,0.013498,0.007243,0.001953
12490,19840430,108.75,113.75,113.75,204251,-0.002193,610725,-0.002193,0.002538,0.000801,-0.020521,-0.021805,0.005466,0.009275,0.004873
12490,19840531,106.625,116.5,107.75,222494,-0.044396,610725,-0.052747,-0.05232,-0.057705,-0.051536,-0.053325,-0.059356,0.008516,0.00291
12490,19840629,99.5,108.25,105.75,291283,-0.018561,610725,-0.018561,0.023385,0.019502,0.011996,0.010194,0.017469,0.008486,0.002901
12490,19840731,104.375,110.75,110.75,180277,0.047281,610725,0.047281,-0.020621,-0.022542,-0.050303,-0.051347,-0.016451,0.009313,0.003857
12490,19840831,112.875,125.875,123.75,308349,0.127314,610725,0.117381,0.112689,0.106812,0.088817,0.086881,0.106332,0.008804,0.003842
12490,19840928,121.625,127.625,124.25,197993,0.00404,610834,0.00404,0.000404,-0.002538,-0.000377,-0.001888,-0.00348,0.009167,0.004785
12490,19841031,120.25,126.75,124.625,233555,0.011871,610834,0.003018,-0.000074,-0.002921,-0.023756,-0.025013,-0.00006,0.011935,0.002857
12490,19841130,120,127.5,121.75,218781,-0.023069,610834,-0.023069,-0.010685,-0.015257,-0.031506,-0.033305,-0.015112,0.00906,0
12490,19841231,117.125,124.25,123.125,222156,0.011294,612686,0.011294,0.023656,0.020095,0.002732,0.000718,0.022374,0.008571,0
12490,19850131,119.75,137,136.375,326625,0.107614,612686,0.107614,0.085718,0.083506,0.121475,0.120225,0.074085,0.00691,0.001899
12490,19850228,131.375,137.625,134,229797,-0.009349,612686,-0.017415,0.016896,0.012267,0.046034,0.044495,0.008685,0.005883,0.004739
12490,19850329,124.5,135.875,127,256829,-0.052239,612686,-0.052239,-0.001747,-0.004924,-0.003581,-0.005178,-0.002925,0.007605,0.003774
12490,19850430,123.875,129.75,126.5,196062,-0.003937,612686,-0.003937,-0.002186,-0.003958,-0.009652,-0.010759,-0.004594,0.008704,0.004699
12490,19850531,124.75,133,128.625,249373,0.025494,612686,0.016798,0.055775,0.050799,0.022221,0.02049,0.054051,0.008218,0.003742
12490,19850628,118.625,129.75,123.75,297726,-0.037901,612686,-0.037901,0.017091,0.014038,0.002103,0.000572,0.012134,0.006252,0.002796
12490,19850731,121.25,132,131.375,277849,0.061616,612686,0.061616,-0.000251,-0.00222,0.021382,0.020386,-0.004848,0.006215,0.001859
12490,19850830,125.75,132.5,126.625,170326,-0.027783,612686,-0.036156,-0.004795,-0.009593,-0.002214,-0.003861,-0.011995,0.006586,0.001855
12490,19850930,123.75,129.375,123.875,231134,-0.021718,612686,-0.021718,-0.039826,-0.042576,-0.056859,-0.058192,-0.034724,0.00632,0.002778
12490,19851031,123.5,131.125,129.875,264709,0.048436,612686,0.048436,0.044441,0.042023,0.017652,0.016563,0.042509,0.006042,0.003693
12490,19851129,130.875,140.25,139.75,272732,0.084504,612686,0.076035,0.069228,0.064698,0.052563,0.050965,0.065062,0.006066,0.00276
12490,19851231,137.875,158.25,155.5,286461,0.112701,614837,0.112701,0.043061,0.04008,0.028021,0.026355,0.045061,0.007308,0.002752
12490,19860131,144.25,156,151.5,318924,-0.025723,614837,-0.025723,0.009829,0.008006,0.044071,0.043082,0.002367,0.006297,0.002745
12490,19860228,150.875,159.75,150.875,316256,0.003135,615418,-0.004125,0.0725,0.06819,0.060381,0.058938,0.071489,0.005387,-0.002737
12490,19860331,146,152.375,151.5,394949,0.004143,615418,0.004143,0.053885,0.05136,0.047192,0.045679,0.052794,0.007228,-0.004575
12490,19860430,148.25,161.375,156.25,359027,0.031353,615418,0.031353,-0.007903,-0.009633,0.01614,0.015141,-0.014148,0.005942,-0.001838
12490,19860530,143.375,156.875,152.375,332714,-0.01776,615418,-0.0248,0.050844,0.047123,0.036194,0.034779,0.050229,0.004998,0.002762
12490,19860630,145,152.75,146.5,236238,-0.038556,615600,-0.038556,0.014246,0.011624,0.008087,0.006715,0.01411,0.006052,0.00551
12490,19860731,131.25,149.5,132.5,376649,-0.095563,615600,-0.095563,-0.0597,-0.061454,-0.073128,-0.073917,-0.058683,0.005578,0
12490,19860829,130,141.125,138.75,286417,0.055472,615600,0.04717,0.066181,0.062428,0.023269,0.02189,0.071193,0.005879,0.001826
12490,19860930,134.25,144.125,134.5,406242,-0.030631,615600,-0.030631,-0.079021,-0.081274,-0.059071,-0.060184,-0.085439,0.004522,0.004558
12490,19861031,120.25,133.5,123.625,427314,-0.080855,615600,-0.080855,0.049303,0.046859,0.023777,0.022803,0.054729,0.00485,0.000907
12490,19861128,119.875,127.125,127.125,276343,0.037209,615600,0.028311,0.015093,0.010874,-0.006263,-0.007526,0.021477,0.003898,0.000907
12490,19861231,120,129.875,120,336227,-0.056047,605923,-0.056047,-0.026388,-0.029057,-0.034609,-0.036117,-0.028288,0.00487,0.000906
12490,19870130,116.5,130,128.75,502887,0.072917,605923,0.072917,0.128496,0.126924,0.117565,0.116677,0.131767,0.004961,0.006335
12490,19870227,132.25,143.375,139.5,363693,0.092039,605923,0.083495,0.047918,0.044491,0.074612,0.073463,0.036924,0.004654,0.003597
12490,19870331,138.125,155.625,150.125,393597,0.076165,605923,0.076165,0.023664,0.021218,0.036283,0.034866,0.02639,0.005245,0.00448
12490,19870430,144,160.125,160.125,563798,0.066611,605923,0.066611,-0.017001,-0.018898,-0.017707,-0.018655,-0.01145,0.00541,0.005352
12490,19870529,156.625,166.875,160,378590,0.006089,605923,-0.000781,0.005125,0.001874,0.000599,-0.000578,0.006034,0.004554,0.003549
12490,19870630,156.625,167.875,162.5,347136,0.015625,605923,0.015625,0.043662,0.04115,0.021487,0.020043,0.047915,0.005619,0.003537
12490,19870731,160.125,169.875,161,325581,-0.009231,605923,-0.009231,0.044248,0.042348,0.035123,0.034123,0.048224,0.00479,0.002643
12490,19870831,159.25,174.75,168.375,473577,0.05264,605923,0.045807,0.037146,0.03386,0.014544,0.013289,0.034959,0.005215,0.005272
12490,19870930,150.5,162.875,150.75,492936,-0.104677,605923,-0.104677,-0.020774,-0.022846,-0.015876,-0.017255,-0.024166,0.004621,0.005245
12490,19871030,104,156.5,122.5,672785,-0.187396,605923,-0.187396,-0.225363,-0.227344,-0.272248,-0.273085,-0.21763,0.008572,0.002609
12490,19871130,110.75,124.5,110.75,347604,-0.086939,605923,-0.095918,-0.072273,-0.076513,-0.05085,-0.052572,-0.085349,0.005902,0.000867
12490,19871231,106.5,119.875,115.5,362255,0.042889,604462,0.042889,0.070327,0.067214,0.026065,0.023874,0.072861,0.004921,0
12490,19880129,110.375,123.375,112.375,403463,-0.027056,604462,-0.027056,0.04488,0.043048,0.077392,0.076284,0.040432,0.005001,0.0026
12490,19880229,107.75,117.5,117.5,349878,0.055395,604462,0.045606,0.051695,0.045999,0.060265,0.058643,0.041817,0.005349,0.002593
12490,19880331,105.125,117.625,107.625,348494,-0.084043,597052,-0.084043,-0.016598,-0.019273,0.03569,0.03394,-0.033343,0.004803,0.00431
12490,19880429,107.5,116.125,113.375,321692,0.053426,597052,0.053426,0.010991,0.009188,0.014016,0.012963,0.009425,0.004554,0.00515
12490,19880531,108,114.625,112.5,210373,0.001985,597052,-0.007718,0.000448,-0.003859,-0.017671,-0.019257,0.003176,0.005027,0.003416
12490,19880630,112.625,127.375,127.375,392476,0.132222,597052,0.132222,0.051459,0.048746,0.047668,0.045806,0.043256,0.005473,0.004255
12490,19880729,120.125,129.25,125.75,295225,-0.012758,597052,-0.012758,-0.007272,-0.00994,0.000297,-0.001009,-0.005411,0.00498,0.004237
12490,19880831,110.75,126.25,111.5,292206,-0.104573,597052,-0.11332,-0.028006,-0.032443,-0.025001,-0.026812,-0.0386,0.005813,0.004219
12490,19880930,110.25,115.375,115.375,268295,0.034753,591940,0.034753,0.037202,0.034603,0.016951,0.015399,0.039729,0.006366,0.006723
12490,19881031,113.875,124.875,122.625,290684,0.062839,591940,0.062839,0.017646,0.014483,-0.011481,-0.012764,0.025964,0.0066,0.003339
12490,19881130,115.5,124,118.5,259024,-0.024669,591940,-0.033639,-0.016412,-0.021131,-0.036484,-0.038253,-0.018891,0.005817,0.000832
12490,19881230,118.25,123.375,121.875,228407,0.028481,592127,0.028481,0.021075,0.017631,0.018872,0.016666,0.014688,0.006759,0.001663
12490,19890131,121.125,130.625,130.625,326834,0.071795,592127,0.071795,0.066103,0.063307,0.062124,0.060823,0.071115,0.00729,0.004979
12490,19890228,121.125,129.625,121.5,286975,-0.061435,592127,-0.069856,-0.016446,-0.020177,0.002988,0.00148,-0.028944,0.006145,0.004129
12490,19890331,108.75,121.5,109.125,413896,-0.101852,592127,-0.101852,0.021465,0.018642,0.01806,0.016097,0.020806,0.007611,0.005757
12490,19890428,107.125,114.625,114,278827,0.044674,592127,0.044674,0.048204,0.04627,0.029089,0.027943,0.05009,0.007917,0.006541
12490,19890531,108.25,113.375,109.625,342686,-0.027763,592127,-0.038377,0.039338,0.034584,0.025054,0.023223,0.035138,0.007703,0.005686
12490,19890630,108.375,114.375,111.875,362312,0.020525,589741,0.020525,-0.004866,-0.007439,-0.007744,-0.009694,-0.007925,0.008402,0.002423
12490,19890731,111.625,116,115,265384,0.027933,589741,0.027933,0.077131,0.074884,0.031017,0.029563,0.08837,0.007313,0.002417
12490,19890831,113,118.25,117.125,371114,0.029,589741,0.018478,0.022127,0.018228,0.018626,0.017004,0.015517,0.006757,0.001608
12490,19890929,109,117.75,109.25,320776,-0.067236,578776,-0.067236,-0.001474,-0.00397,0.005532,0.003867,-0.006544,0.006565,0.00321
12490,19891031,99.5,109.25,100.25,425215,-0.08238,578776,-0.08238,-0.029285,-0.031338,-0.049936,-0.051212,-0.025175,0.007657,0.0048
12490,19891130,96.625,100.375,97.625,305779,-0.014115,578776,-0.026185,0.017814,0.014331,-0.005805,-0.007475,0.016541,0.006956,0.002389
12490,19891229,93.625,99.625,94.125,323817,-0.035851,578847,-0.035851,0.018295,0.015516,-0.012375,-0.014518,0.021417,0.006462,0.001589
12490,19900131,95.875,100.375,98.625,391088,0.047809,578847,0.047809,-0.070115,-0.071949,-0.046408,-0.048037,-0.068817,0.007025,0.010309
12490,19900228,97.75,104.875,103.875,334592,0.065501,578847,0.053232,0.014901,0.010958,0.015434,0.013844,0.008539,0.00597,0.00471
12490,19900330,104,109,106.125,320796,0.021661,574700,0.021661,0.02414,0.021618,0.021315,0.019445,0.024255,0.006457,0.005469
12490,19900430,105.5,111.125,109,274796,0.027091,574700,0.027091,-0.028286,-0.030565,-0.028116,-0.029637,-0.026887,0.007226,0.001554
12490,19900531,108,120.875,120,373132,0.112018,574700,0.100917,0.088934,0.084648,0.045673,0.043835,0.091989,0.007192,0.002327
12490,19900629,116.25,121.375,117.5,295034,-0.020833,574700,-0.020833,-0.004196,-0.006739,0.005359,0.003616,-0.008886,0.0065,0.005418
12490,19900731,111.375,122.375,111.5,300463,-0.051064,574700,-0.051064,-0.009403,-0.011604,-0.025731,-0.027244,-0.005223,0.007401,0.003849
12490,19900831,96.875,111.625,101.875,413880,-0.075471,574700,-0.086323,-0.091905,-0.095719,-0.10892,-0.110706,-0.094314,0.006726,0.009202
12490,19900928,102.375,108.375,106.375,294558,0.044172,572849,0.044172,-0.053843,-0.056109,-0.080468,-0.082295,-0.051184,0.006269,0.008359
12490,19901031,99.25,109.5,105.375,402971,-0.009401,572849,-0.009401,-0.012504,-0.015054,-0.057155,-0.058745,-0.006698,0.006638,0.006029
12490,19901130,106.5,114.75,113.625,352294,0.089775,572849,0.078292,0.065744,0.061416,0.035468,0.033422,0.059934,0.0065,0.002247
12490,19901231,111.25,114.75,113,276417,-0.005501,571053,-0.005501,0.029513,0.026276,-0.004526,-0.007286,0.024828,0.007378,0
12490,19910131,106.75,127,126.75,437320,0.121681,571053,0.121681,0.049078,0.046982,0.084175,0.08298,0.041518,0.006225,0.005979
12490,19910228,126.875,139.5,128.75,401402,0.025325,571053,0.015779,0.075847,0.071835,0.133898,0.132109,0.067281,0.00515,0.001486
12490,19910328,111.625,133.5,113.875,445684,-0.115534,571391,-0.115534,0.028923,0.026702,0.078293,0.076343,0.022203,0.005189,0.001484
12490,19910430,103,113.5,103,410071,-0.095499,571391,-0.095499,0.003315,0.00119,0.031957,0.030546,0.000346,0.006082,0.001481
12490,19910531,101.5,106.125,106.125,361113,0.042087,571391,0.03034,0.040733,0.037173,0.031388,0.029699,0.038577,0.004892,0.002959
12490,19910628,97.125,106.375,97.125,373357,-0.084806,571391,-0.084806,-0.044029,-0.046277,-0.031773,-0.033413,-0.047893,0.004511,0.00295
12490,19910731,96.25,102,101.25,288996,0.042471,571391,0.042471,0.046795,0.04499,0.034202,0.032928,0.044859,0.005221,0.001471
12490,19910830,94.375,101.25,96.875,318665,-0.031259,571391,-0.04321,0.026817,0.023284,0.027503,0.025961,0.019649,0.005137,0.002937
12490,19910930,98,105.875,103.625,292930,0.069677,572138,0.069677,-0.010975,-0.013074,0.00813,0.006653,-0.019144,0.004981,0.004392
12490,19911031,97.25,104.25,98.25,304786,-0.05187,572138,-0.05187,0.017815,0.016215,0.024656,0.023469,0.01186,0.005029,0.001458
12490,19911129,92.5,100.25,92.5,291235,-0.046209,572138,-0.058524,-0.037275,-0.040557,-0.023735,-0.025195,-0.043928,0.004846,0.002911
12490,19911231,84.875,92.25,89,466943,-0.037838,571609,-0.037838,0.106778,0.104142,0.035352,0.033415,0.111588,0.004796,0.000726
12490,19920131,90,96.375,90,371527,0.011236,571609,0.011236,-0.001182,-0.00261,0.14997,0.148971,-0.0199,0.003505,0.00145
12490,19920228,86.875,92.25,86.875,273800,-0.021278,571609,-0.034722,0.013354,0.010306,0.052124,0.050807,0.009565,0.002851,0.003621
12490,19920331,83.25,89.625,83.5,335122,-0.038849,571609,-0.038849,-0.0237,-0.025971,-0.014169,-0.015697,-0.021832,0.003454,0.005051
12490,19920430,81.75,90.75,90.75,385365,0.086826,571609,0.086826,0.013419,0.011876,-0.033262,-0.034313,0.027893,0.00411,0.001436
12490,19920529,90.5,93.875,90.75,282535,0.013333,571609,0,0.006439,0.003333,0.005678,0.004201,0.000964,0.003122,0.001434
12490,19920630,89,98.625,97.875,365829,0.078512,570725,0.078512,-0.019271,-0.021679,-0.039211,-0.04075,-0.017359,0.003652,0.003579
12490,19920731,92.375,100.25,94.75,358976,-0.031928,570725,-0.031928,0.0399,0.038369,0.027617,0.026541,0.039374,0.003894,0.00214
12490,19920831,85.125,94.875,86.625,303202,-0.072982,570725,-0.085752,-0.02082,-0.023972,-0.0239,-0.025211,-0.023998,0.002884,0.002847
12490,19920930,80.75,88.375,80.75,335693,-0.067821,570725,-0.067821,0.012447,0.010271,0.01105,0.009658,0.009106,0.003376,0.002839
12490,19921030,65.75,80.125,66.875,646488,-0.171827,570725,-0.171827,0.010986,0.009548,0.016224,0.015217,0.002106,0.002093,0.003539
12490,19921130,61.25,69.125,68.25,489274,0.038654,570725,0.020561,0.040193,0.036963,0.066686,0.065261,0.030262,0.002163,0.00141
12490,19921231,48.875,67.875,50.375,981875,-0.261905,571117,-0.261905,0.017768,0.01556,0.035677,0.033877,0.010108,0.003378,-0.000704
12490,19930129,46.375,51.5,51.5,777954,0.022333,571117,0.022333,0.012644,0.011328,0.06762,0.066832,0.007046,0.002874,0.004933
12490,19930226,50,54.375,54.375,489580,0.066311,571117,0.055825,0.005402,0.00264,-0.007198,-0.008448,0.010484,0.002229,0.003506
12490,19930331,50,56.625,50.875,522789,-0.064368,571644,-0.064368,0.025116,0.022685,0.031465,0.029964,0.018697,0.00289,0.003494
12490,19930430,47.75,52.625,48.625,412135,-0.044226,571644,-0.044226,-0.0254,-0.026724,-0.011112,-0.012115,-0.025417,0.00247,0.002786
12490,19930528,47.5,53.25,52.75,378208,0.095938,571644,0.084833,0.029599,0.026565,0.038752,0.037422,0.022717,0.002168,0.001389
12490,19930630,48.625,54,49.375,364805,-0.063981,571644,-0.063981,0.00544,0.003222,0.013419,0.011928,0.000755,0.003041,0.001387
12490,19930730,42.25,49.25,44.5,515467,-0.098734,571644,-0.098734,-0.000792,-0.00214,0.013724,0.012797,-0.005327,0.002675,0
12490,19930831,41,45.75,45.75,351779,0.033708,571644,0.02809,0.039479,0.036546,0.039698,0.038383,0.034432,0.002867,0.00277
12490,19930930,41.625,46,42,359290,-0.081967,571045,-0.081967,0.000641,-0.001342,0.025507,0.024192,-0.009988,0.00271,0.002072
12490,19931029,42.625,46.25,46,455378,0.095238,571045,0.095238,0.018064,0.016743,0.040518,0.039534,0.019393,0.002431,0.004135
12490,19931130,47.75,55.75,53.875,675668,0.17663,571045,0.171196,-0.017606,-0.020483,-0.024467,-0.025768,-0.012911,0.00264,0.000686
12490,19931231,53.125,59.75,56.5,492274,0.048724,578418,0.048724,0.019515,0.017488,0.016191,0.014391,0.010091,0.003012,0
12490,19940131,55.25,59.5,56.5,535187,0,578418,0,0.031466,0.030077,0.049166,0.048286,0.032501,0.002867,0.002743
12490,19940228,52,56.5,52.875,372062,-0.059735,578418,-0.064159,-0.024226,-0.026779,-0.009953,-0.011121,-0.030045,0.001882,0.00342
12490,19940331,52.25,58.625,54.625,617271,0.033097,578418,0.033097,-0.045795,-0.047883,-0.045962,-0.047448,-0.045746,0.00294,0.003408
12490,19940429,52.25,59.25,57.5,533971,0.052632,578418,0.052632,0.009478,0.008027,-0.011728,-0.012827,0.011531,0.002473,0.001359
12490,19940531,56.5,64,63,479437,0.1,581386,0.095652,0.00936,0.006369,-0.000831,-0.002287,0.012419,0.003416,0.000678
12490,19940630,58.75,65,58.75,449530,-0.06746,583126,-0.06746,-0.027909,-0.030083,-0.028182,-0.029647,-0.026812,0.003998,0.00339
12490,19940729,55.625,62.5,61.875,550546,0.053191,583126,0.053191,0.030628,0.029254,0.01577,0.014747,0.031467,0.003666,0.002703
12490,19940831,62.25,70,68.5,603560,0.111111,583126,0.107071,0.042597,0.039691,0.036756,0.035159,0.037643,0.003755,0.004043
12490,19940930,67.25,71,69.625,456737,0.016423,584864,0.016423,-0.018363,-0.020379,0.004864,0.003459,-0.026898,0.003784,0.002685
12490,19941031,68.375,76.125,74.5,544028,0.070018,584864,0.070018,0.01452,0.012999,-0.003305,-0.004354,0.020834,0.004242,0.000669
12490,19941130,69.75,74.25,70.75,459932,-0.04698,587172,-0.050336,-0.037219,-0.039993,-0.040741,-0.042147,-0.039505,0.003882,0.001338
12490,19941230,69.5,74.375,73.5,405081,0.038869,587172,0.038869,0.012609,0.010169,-0.013424,-0.015567,0.012299,0.005058,0
12490,19950131,71.75,77.5,72.125,524947,-0.018707,587172,-0.018707,0.020399,0.018798,0.027865,0.026755,0.024278,0.005188,0.004008
12490,19950228,73.625,75.625,75.25,351868,0.046794,587172,0.043328,0.039615,0.03704,0.028369,0.027073,0.036074,0.004816,0.003992
12490,19950331,75.375,85,82.125,639464,0.091362,587172,0.091362,0.027041,0.024862,0.019518,0.017762,0.027329,0.005096,0.003313
12490,19950428,82.875,96.875,94.625,559183,0.152207,584225,0.152207,0.025048,0.023596,0.026976,0.02584,0.02796,0.004629,0.003303
12490,19950531,92.125,97.25,93,649873,-0.014531,580669,-0.017173,0.034007,0.031227,0.02027,0.018815,0.036312,0.00549,0.001975
12490,19950630,89.125,98.625,96,669339,0.032258,580669,0.032258,0.031169,0.02924,0.049909,0.048386,0.021279,0.005136,0.001971
12490,19950731,96.75,110.75,108.875,756679,0.134115,580664,0.134115,0.040779,0.03893,0.054701,0.053564,0.031776,0.004856,0
12490,19950831,101.625,113.625,103.375,701064,-0.04822,568723,-0.050517,0.009298,0.0068,0.032032,0.030677,-0.00032,0.005051,0.002623
12490,19950929,92.25,102.75,94.5,972918,-0.085852,568723,-0.085852,0.036365,0.034652,0.026406,0.025026,0.040098,0.004328,0.001962
12490,19951031,90.75,99,97.25,827779,0.029101,568723,0.029101,-0.011314,-0.012646,-0.041472,-0.042533,-0.004979,0.004808,0.003264
12490,19951130,93,101.5,96.625,556546,-0.003856,568723,-0.006427,0.042804,0.040334,0.016651,0.015189,0.041049,0.004469,-0.000651
12490,19951229,89,96.875,91.375,595818,-0.054334,558315,-0.054334,0.015183,0.013344,0.008913,0.006905,0.017444,0.005418,-0.000651
12490,19960131,83.125,108.625,108.5,1017599,0.187414,568723,0.187414,0.028138,0.026821,0.034647,0.033747,0.032617,0.004883,0.005863
12490,19960229,109,128.75,122.625,853742,0.132488,568723,0.130184,0.01631,0.014188,0.032308,0.031143,0.006934,0.00398,0.003238
12490,19960329,108.75,124.625,111.25,828534,-0.092762,568723,-0.092762,0.010925,0.009221,0.024085,0.022575,0.007917,0.003719,0.005165
12490,19960430,105.25,119.75,107.75,923548,-0.031461,543804,-0.031461,0.025508,0.024263,0.058047,0.056994,0.013431,0.004557,0.003854
12490,19960531,105.875,112.125,106.75,563703,-0.006032,543804,-0.009281,0.026802,0.024543,0.06263,0.061214,0.022853,0.004414,0.001919
12490,19960628,98.625,105.875,99,580861,-0.0726,543804,-0.0726,-0.008302,-0.009834,-0.032178,-0.033577,0.002257,0.004102,0.000639
12490,19960731,90.25,107.5,107.5,756868,0.085859,539671,0.085859,-0.053814,-0.055251,-0.079597,-0.080534,-0.045748,0.004798,0.001914
12490,19960830,107.25,115.125,114.375,469835,0.067209,527494,0.063953,0.032448,0.030377,0.045605,0.044311,0.018814,0.004506,0.001911
12490,19960930,113.125,126.5,124.5,532950,0.088525,527494,0.088525,0.053035,0.051329,0.028751,0.027407,0.054173,0.004822,0.003179
12490,19961031,123.75,130.125,129,592041,0.036145,527494,0.036145,0.013729,0.012357,-0.020862,-0.021959,0.026131,0.004262,0.003169
12490,19961129,127.5,159.375,159.375,724414,0.238178,527494,0.235465,0.065577,0.063595,0.024703,0.023423,0.073376,0.004227,0.001895
12490,19961231,148.625,163,151.5,675918,-0.049412,517546,-0.049412,-0.011397,-0.013076,-0.002617,-0.004356,-0.021505,0.004577,0
12490,19970131,145.75,168,156.875,1038006,0.035479,517546,0.035479,0.053473,0.05239,0.063831,0.063007,0.061317,0.004517,0.003153
12490,19970228,137.625,154.875,143.75,774225,-0.081434,517546,-0.083665,-0.001122,-0.002857,-0.010299,-0.011417,0.005928,0.003902,0.003143
12490,19970331,132.5,146.625,137.25,696665,-0.045217,517546,-0.045217,-0.044868,-0.046519,-0.049224,-0.050476,-0.042614,0.004282,0.002506
12490,19970430,129.25,160.5,160.5,816173,0.169399,507981,0.169399,0.042373,0.041157,-0.021596,-0.022564,0.058406,0.004844,0.00125
12490,19970530,86.5,179.25,86.5,790840,0.080374,999154,0.077882,0.071624,0.069772,0.085194,0.083982,0.058577,0.004837,-0.000624
12490,19970630,82.875,91.875,90.25,836624,0.043353,999154,0.043353,0.044095,0.042703,0.043145,0.041846,0.043453,0.004228,0.001249
